cluster_id;node_id;distance;accountNumber;transactionAmount|Сумма;transactionDateTime|Количество;transactionDateTime|Минимум;transactionDateTime|Максимум;transactionAmount|Среднее;merchantCategoryCode|Мода;merchantCategoryCode|Кол-во уникальных
87;87;0,0016817987596554381;203674388;10317,990000000002;54;17.01.2016 06:28:41;30.12.2016 13:06:33;191,07388888888892;online_retail;3
83;83;0,0023382522891262783;571750534;11366,010000000002;84;03.01.2016 01:07:51;30.12.2016 12:29:47;135,30964285714288;entertainment;4
64;64;0,003441828024821901;303278424;3161,579999999999;42;03.01.2016 22:28:35;19.12.2016 19:18:04;75,27571428571426;entertainment;3
91;91;0,016216728894678466;351299769;533,1000000000001;14;27.02.2016 16:35:12;30.11.2016 22:24:27;38,078571428571436;mobileapps;4
56;56;0,0061011679606302015;815239280;18482,359999999993;111;02.01.2016 23:14:42;28.12.2016 14:23:03;166,5077477477477;food;3
121;121;0,0024900860677832697;912643787;1489,07;29;18.03.2016 15:10:03;28.12.2016 22:19:43;51,34724137931034;fuel;5
61;61;0,007951040026447333;659080615;631,82;19;10.05.2016 05:19:26;19.12.2016 21:33:48;33,253684210526316;fuel;3
39;39;0,003479329781546571;894468491;1767,9899999999998;12;16.01.2016 05:06:38;26.12.2016 08:42:16;147,33249999999998;fastfood;3
85;85;0,005923869794309551;101380713;18338,1;116;02.01.2016 05:10:39;26.12.2016 04:47:11;158,08706896551723;online_retail;4
189;189;0,007501315171348497;749990456;10159,279999999995;82;03.01.2016 08:43:22;30.12.2016 01:47:15;123,8936585365853;subscriptions;6
205;205;0,003913978519892189;805566864;62180,390000000065;452;02.01.2016 10:35:10;29.12.2016 18:29:06;137,56723451327449;fastfood;6
8;8;0,0038207552836623895;304953744;5470,12;45;01.01.2016 09:53:21;28.12.2016 01:07:42;121,55822222222221;rideshare;2
61;61;0,007992226803411684;277846799;664,95;16;20.02.2016 17:02:15;20.12.2016 11:35:48;41,559375;fastfood;3
54;54;0,001976675744515593;715152804;10559,400000000005;74;21.01.2016 14:48:44;23.12.2016 16:28:12;142,69459459459466;food;3
9;9;0,009920579987615367;736136951;1676,48;12;08.03.2016 09:24:59;08.12.2016 11:01:52;139,70666666666668;fastfood;2
99;99;0,009155501856992041;419989841;84066,26000000001;561;01.01.2016 03:52:48;30.12.2016 20:41:10;149,85073083778968;online_retail;4
39;39;0,005616659924765293;693697093;4964,6;33;05.01.2016 03:35:45;30.12.2016 12:45:27;150,44242424242427;online_retail;3
4;4;0,0007314178415507169;281639186;881,5100000000003;12;14.02.2016 05:50:21;13.12.2016 06:21:06;73,45916666666669;mobileapps;2
158;158;0,0035758277653745647;349190736;6218,169999999999;50;01.01.2016 21:36:13;21.12.2016 02:35:41;124,36339999999998;entertainment;5
199;199;0,0066284587969017515;486180757;22865,31999999999;169;02.01.2016 00:22:23;27.12.2016 16:09:34;135,29775147928987;auto;7
127;127;0,0032683498472644936;245118458;4056,5199999999995;36;06.01.2016 21:29:53;24.12.2016 23:02:53;112,6811111111111;food;5
54;54;0,0061332161960762615;388159188;26805,38999999999;186;06.01.2016 02:04:06;29.12.2016 11:11:13;144,11499999999995;rideshare;3
98;98;0,004712852516015955;344604765;5419,44;38;17.01.2016 15:06:27;29.12.2016 01:52:26;142,61684210526315;online_retail;4
90;90;0,0095010414201003;288118894;317,09;14;06.02.2016 00:59:41;11.12.2016 12:50:37;22,649285714285714;mobileapps;4
63;63;0,008534356055384051;657020139;1712,8200000000004;25;01.01.2016 17:32:14;24.12.2016 07:43:36;68,51280000000001;fuel;3
84;84;0,002257763373808155;642308149;12152,390000000001;83;03.01.2016 04:05:04;30.12.2016 12:23:47;146,4143373493976;food;4
91;91;0,012292127937925001;988172671;846,84;16;02.01.2016 19:45:33;29.12.2016 19:50:56;52,9275;fuel;4
214;214;0,006234340584069799;631747753;61690,780000000006;422;01.01.2016 01:27:58;29.12.2016 07:14:08;146,186682464455;fastfood;7
184;184;0,00215828531898996;389428961;18827,13000000001;149;12.01.2016 16:52:49;30.12.2016 04:06:48;126,35657718120811;online_retail;7
120;120;0,00968040755688223;935981871;1176,4500000000005;28;03.01.2016 23:16:17;18.12.2016 21:24:26;42,01607142857144;fuel;5
97;97;0,004680997672928932;806590674;6300,190000000002;48;01.01.2016 02:05:41;27.12.2016 09:04:47;131,25395833333337;online_retail;4
210;210;0,04262221841119786;187912273;107702,96000000006;648;03.01.2016 01:19:07;29.12.2016 03:02:34;166,20827160493837;entertainment;10
97;97;0,0028279043106929176;121492310;897,1999999999999;7;24.04.2016 15:49:02;30.12.2016 19:29:25;128,17142857142855;online_subscriptions;4
188;188;0,005497289901594814;414020710;6104,56;50;10.01.2016 13:06:53;29.12.2016 22:24:31;122,09120000000001;airline;6
100;100;0,012622351703083925;996362843;190115,3499999999;1320;01.01.2016 02:13:40;30.12.2016 00:01:42;144,02678030303022;online_retail;4
38;38;0,0014416766573749514;394834350;18158,850000000002;134;02.01.2016 13:30:55;28.12.2016 11:04:21;135,51380597014926;online_retail;3
84;84;0,005055459425813855;203542146;5523,9;38;06.01.2016 17:38:50;27.12.2016 21:16:09;145,3657894736842;entertainment;4
33;33;0,011964603795327709;506826673;1327,99;25;04.02.2016 17:52:08;22.12.2016 22:15:07;53,1196;fuel;2
35;35;0,004877470631788239;299571848;6291,239999999998;68;15.01.2016 01:26:33;27.12.2016 10:56:41;92,51823529411762;fastfood;3
6;6;0,003719913480570535;156440228;2666,5899999999992;26;06.01.2016 08:04:30;30.12.2016 01:21:21;102,56115384615381;personal care;2
0;0;0,015629713308313156;887023475;37,19;2;02.07.2016 12:42:49;06.07.2016 18:50:06;18,595;online_gifts;1
0;0;0,010591170795564738;687365478;111,79;7;18.06.2016 05:49:00;20.12.2016 07:58:49;15,97;online_subscriptions;1
188;188;0,0009831394687396277;537865382;12841,35;107;01.01.2016 20:28:40;28.12.2016 23:12:03;120,0126168224299;fastfood;6
136;136;0,003899430913782819;754371149;2779,4799999999996;49;03.01.2016 16:06:46;26.12.2016 14:11:49;56,72408163265305;gym;6
142;142;0,006798231938129147;668332358;6746,5199999999995;63;13.01.2016 01:54:19;29.12.2016 14:29:02;107,08761904761904;entertainment;5
179;179;0,0011271335781975905;205681025;23840,14;158;06.01.2016 02:00:38;27.12.2016 09:00:15;150,88696202531645;rideshare;5
96;96;0,0024171823589846375;880531405;2381,3599999999997;20;24.01.2016 01:00:24;28.12.2016 04:10:55;119,06799999999998;mobileapps;4
64;64;0,007802189478816262;874805496;948,6800000000002;13;08.02.2016 04:28:21;16.12.2016 15:44:17;72,97538461538463;online_subscriptions;3
83;83;0,0015035449866401835;229093605;9150,300000000001;68;05.01.2016 13:09:07;25.12.2016 06:07:35;134,56323529411767;auto;4
110;110;0,0009249596009616561;198331150;1179,4199999999998;12;11.04.2016 19:55:03;01.11.2016 05:17:44;98,28499999999998;entertainment;4
38;38;0,004430255437632511;350439007;4232,479999999999;31;30.01.2016 21:17:58;26.12.2016 20:56:28;136,53161290322575;online_gifts;3
116;116;0,00581811213851006;934061435;84956,54999999993;555;01.01.2016 03:34:44;30.12.2016 23:16:52;153,07486486486474;online_retail;4
51;51;0,007394954098134613;243168614;13494,129999999997;127;01.01.2016 03:57:17;30.12.2016 21:37:27;106,25299212598424;entertainment;3
61;61;0,005438888500576407;717714059;760,3800000000001;22;15.02.2016 10:28:26;30.12.2016 03:31:09;34,56272727272728;fuel;3
32;32;0,006490640179585307;356156197;529,69;14;29.01.2016 20:13:59;18.12.2016 01:56:21;37,835;fuel;2
220;220;0,010174956475005827;745217385;162557,3400000002;1090;01.01.2016 01:58:43;30.12.2016 07:59:38;149,1351743119268;online_retail;6
85;85;0,004342014890613241;676941584;2970,1000000000004;19;16.03.2016 03:47:53;21.12.2016 13:14:24;156,32105263157897;online_retail;4
0;0;0,007893597350339308;574212417;38,04;6;24.07.2016 03:25:05;26.12.2016 01:37:56;6,34;mobileapps;1
141;141;0,00180692509339548;764604017;2992,750000000001;34;07.01.2016 15:38:38;26.12.2016 14:20:24;88,02205882352943;entertainment;5
2;2;0,01240953346340425;653689523;265,21000000000004;3;13.05.2016 18:26:06;24.11.2016 14:53:42;88,40333333333335;online_retail;1
148;148;0,0037919802400937018;386732203;63505,50000000002;410;01.01.2016 23:04:51;30.12.2016 00:48:52;154,8914634146342;online_retail;5
40;40;0,007065152770265226;182600659;1373,0100000000002;9;10.01.2016 14:25:29;29.12.2016 12:58:11;152,5566666666667;fastfood;3
183;183;0,005464329492958038;939875268;11015,109999999997;93;10.01.2016 14:42:39;27.12.2016 10:07:41;118,44204301075266;online_retail;7
30;30;0,007902728547180379;222122504;125,64000000000001;18;16.01.2016 14:26:06;25.12.2016 14:59:37;6,98;mobileapps;2
54;54;0,000429880829225617;763639233;14326,86;101;03.01.2016 17:23:24;26.12.2016 14:08:19;141,850099009901;online_retail;3
90;90;0,005511346275079139;523001072;578,8499999999999;19;01.03.2016 14:30:21;30.12.2016 06:45:58;30,465789473684207;gym;4
56;56;0,003663042307693626;655153797;5824,129999999998;36;06.01.2016 06:49:46;28.12.2016 14:15:59;161,78138888888884;online_retail;3
159;159;0,004552320368877412;790068807;3040,1599999999994;23;24.01.2016 22:32:03;16.12.2016 23:21:52;132,18086956521736;mobileapps;5
142;142;0,0035367600867639588;790813979;5796,750000000001;55;13.01.2016 16:49:27;29.12.2016 17:35:41;105,39545454545456;fuel;5
212;212;0,008579487834139582;869838014;70876,12999999996;491;01.01.2016 02:48:18;30.12.2016 17:55:31;144,3505702647657;food;8
98;98;0,001324508589095533;395432279;17316,199999999993;123;16.01.2016 19:13:53;29.12.2016 08:22:53;140,78211382113815;fastfood;4
27;27;0,0014407256343426185;408796250;881,4399999999999;5;24.01.2016 17:54:03;18.12.2016 13:05:12;176,28799999999998;rideshare;2
82;82;0,002695580121628815;941783034;11488,2;92;09.01.2016 14:21:23;30.12.2016 15:27:14;124,87173913043479;airline;4
97;97;0,0016910684376239072;607695601;8951,439999999997;69;02.01.2016 15:35:28;24.12.2016 00:45:41;129,7310144927536;online_retail;4
207;207;0,00540419982658442;346419123;53334,78999999998;372;01.01.2016 10:41:36;29.12.2016 12:30:03;143,3730913978494;online_retail;6
54;54;0,003473234973154778;794114200;1990,32;14;18.01.2016 08:32:48;21.12.2016 08:36:50;142,16571428571427;fastfood;3
85;85;0,001832591863997808;593440936;14791,75999999999;96;03.01.2016 06:06:05;29.12.2016 10:25:31;154,08083333333323;entertainment;4
160;160;0,0063186422755623075;731211438;16586,309999999998;113;06.01.2016 04:53:55;30.12.2016 02:34:24;146,78150442477875;personal care;5
183;183;0,006788355893466005;455001242;4281,320000000001;36;05.02.2016 09:56:44;18.12.2016 22:36:05;118,92555555555558;online_subscriptions;7
38;38;0,004638550087876371;781510753;1473,25;11;03.01.2016 10:47:00;02.12.2016 00:31:08;133,9318181818182;online_retail;3
159;159;0,003372711722091252;638539506;15219,900000000001;115;03.01.2016 20:23:59;29.12.2016 20:02:25;132,34695652173914;health;5
53;53;0,005311814058462217;127398035;3394,8500000000004;27;10.02.2016 00:33:24;08.12.2016 17:23:52;125,7351851851852;online_retail;3
183;183;0,003907398407872385;197114666;6368,329999999999;56;05.01.2016 17:19:36;29.12.2016 01:28:15;113,72017857142855;food;7
190;190;0,003694934416612444;342451803;8127,950000000002;61;09.01.2016 16:53:28;23.12.2016 23:52:02;133,24508196721314;food;6
163;163;0,003666915739151482;393869032;23913,429999999993;151;02.01.2016 16:09:02;29.12.2016 08:45:16;158,3670860927152;furniture;5
42;42;0,0037885892749093104;518348385;3846,29;19;01.01.2016 11:07:05;31.10.2016 10:23:58;202,4363157894737;rideshare;2
187;187;0,005544289432638769;940765768;10290,76000000001;92;03.01.2016 14:49:22;25.12.2016 15:18:35;111,85608695652184;online_retail;6
7;7;0,009007258954027583;726180479;2317,68;20;24.01.2016 04:56:16;16.12.2016 02:01:23;115,88399999999999;fastfood;2
61;61;0,003631259769297439;378369270;674,58;19;26.01.2016 21:27:09;29.12.2016 13:49:48;35,504210526315795;mobileapps;3
126;126;0,007497242680116445;731428616;7065,390000000001;71;08.01.2016 21:37:27;29.12.2016 02:16:28;99,51253521126762;food;5
118;118;0,005639198493781282;119877862;1737,0400000000002;10;03.01.2016 01:31:52;19.12.2016 00:26:33;173,704;online_retail;4
95;95;0,00019738051470328478;718845521;4236,5;40;19.01.2016 13:48:29;23.12.2016 14:54:54;105,9125;fuel;4
189;189;0,00725911729170084;763888477;22064,839999999993;168;01.01.2016 13:32:33;29.12.2016 09:49:35;131,33833333333328;subscriptions;6
50;50;0,004867217074572847;205011335;763,5500000000002;9;15.03.2016 19:07:24;30.12.2016 03:20:40;84,8388888888889;food;3
9;9;0,00857265413334784;778994057;4728,050000000001;34;26.01.2016 09:34:21;24.12.2016 09:10:21;139,0602941176471;online_retail;2
172;172;0,0038478854130615248;201216048;7747,300000000003;80;20.01.2016 19:11:38;29.12.2016 09:34:20;96,84125000000003;food;6
98;98;0,0040911933010547045;273273401;9278,060000000001;67;04.01.2016 17:57:34;24.12.2016 06:59:21;138,4785074626866;subscriptions;4
163;163;0,005915172779824257;928422924;3627,8900000000003;23;02.01.2016 00:11:01;25.12.2016 06:13:08;157,73434782608697;food;5
60;60;0,00986604611242864;492916053;343,46000000000004;13;11.08.2016 11:04:15;19.12.2016 05:21:28;26,42;gym;3
98;98;0,005280190044592078;453746385;15984,860000000008;116;10.01.2016 07:13:32;29.12.2016 17:27:21;137,80051724137937;fastfood;4
6;6;0,006920467525910059;153938865;4463,899999999997;46;05.01.2016 18:46:49;28.12.2016 14:37:40;97,04130434782601;auto;2
158;158;0,0042329105039560395;988357967;12028,799999999997;97;01.01.2016 09:29:41;26.12.2016 17:47:56;124,00824742268038;fastfood;5
172;172;0,002234140014170723;893468720;10864,320000000002;109;01.01.2016 13:07:25;23.12.2016 08:32:25;99,67266055045873;food;6
110;110;0,0018268711204256318;151401831;3967,5000000000014;40;02.02.2016 13:26:18;26.12.2016 05:02:36;99,18750000000003;rideshare;4
11;11;0,010133394533559128;525304407;39244,30999999999;242;01.01.2016 01:58:30;30.12.2016 18:39:33;162,16657024793383;online_retail;2
84;84;0,007752697639965225;241348105;42862,70999999997;294;01.01.2016 09:50:33;30.12.2016 16:59:10;145,7915306122448;subscriptions;4
74;74;0,09021315313866446;500183021;1131,04;3;09.07.2016 04:41:10;29.09.2016 08:02:15;377,0133333333333;online_gifts;1
39;39;0,0030066919353314964;529910498;8204,55;55;01.01.2016 13:39:41;11.12.2016 21:13:35;149,17363636363635;entertainment;3
97;97;0,004175184673769737;704116667;2918,7300000000005;23;01.01.2016 21:24:51;26.12.2016 04:21:04;126,90130434782611;entertainment;4
164;164;0,010436145523405407;111113489;59860,43999999995;369;01.01.2016 14:00:55;30.12.2016 10:42:06;162,22341463414622;entertainment;5
94;94;0,0046579893268788395;364197707;1691,2900000000002;18;19.02.2016 02:00:01;25.12.2016 14:30:20;93,96055555555557;fuel;4
63;63;0,004836667068019516;168495791;800,1600000000001;13;06.03.2016 02:59:13;13.12.2016 02:13:32;61,550769230769234;online_subscriptions;3
207;207;0,006147443751396123;857363964;72367,26999999997;487;02.01.2016 12:13:10;29.12.2016 22:13:15;148,59809034907593;rideshare;6
191;191;0,0014568525538507073;544400089;31748,590000000044;225;01.01.2016 11:51:51;29.12.2016 14:22:00;141,10484444444464;health;6
64;64;0,0028683398442949626;131358492;1884,7200000000007;24;11.06.2016 10:53:32;25.12.2016 05:12:33;78,53000000000003;fuel;3
42;42;0,00680533713844938;860605259;4896,040000000001;24;20.01.2016 22:12:09;15.12.2016 16:12:44;204,0016666666667;online_retail;2
6;6;0,002359366853620492;788792595;2138,8600000000006;21;02.01.2016 13:52:50;26.12.2016 00:26:20;101,85047619047621;fuel;2
51;51;0,002423156129798311;396249447;832,8399999999999;8;02.01.2016 12:21:08;20.12.2016 12:33:20;104,10499999999999;fastfood;3
30;30;0,006913603715905389;500095937;249,81999999999994;17;05.04.2016 05:00:53;16.12.2016 23:10:49;14,695294117647055;mobileapps;2
39;39;0,0038648809130954276;686661552;7781,24;52;19.01.2016 18:49:30;24.12.2016 05:12:49;149,63923076923078;online_retail;3
143;143;0,0033181475863249166;855816789;6961,980000000003;59;02.01.2016 13:38:18;27.12.2016 00:43:48;117,9996610169492;online_retail;5
222;222;0,0046443985073221705;897492259;15129,410000000002;94;05.01.2016 21:43:37;30.12.2016 19:19:12;160,951170212766;personal care;6
13;13;0,002591470364202467;614694930;412,13;3;05.05.2016 07:06:19;06.12.2016 13:29:10;137,37666666666667;personal care;1
30;30;0,006820668795485965;449042045;43,94;3;25.11.2016 20:39:47;26.12.2016 10:42:53;14,646666666666667;online_subscriptions;2
191;191;0,005439505112155698;646126950;25616,090000000004;186;05.01.2016 03:00:29;29.12.2016 22:19:48;137,72091397849465;health;6
171;171;0,010532164780031276;730973257;3017,7799999999997;37;04.01.2016 15:18:31;13.12.2016 15:00:55;81,56162162162161;fastfood;6
31;31;0,006108665609937063;402242367;331,12;13;26.01.2016 23:08:58;03.12.2016 08:56:56;25,470769230769232;mobileapps;2
143;143;0,003919439143851695;164748878;1374,62;12;01.01.2016 10:22:26;27.12.2016 03:54:24;114,55166666666666;furniture;5
1;1;0,021626828257648133;465894701;279,96;8;09.09.2016 17:07:16;16.12.2016 10:33:52;34,995;fuel;1
97;97;0,005591053288617964;603731418;1446,4599999999998;11;09.01.2016 17:03:59;29.09.2016 21:26:59;131,4963636363636;online_retail;4
134;134;0,008462619211694814;435534055;14305,399999999996;72;01.01.2016 06:57:29;28.12.2016 21:51:50;198,68611111111105;rideshare;5
39;39;0,013245687072726029;863456981;56481,579999999994;378;01.01.2016 20:25:01;30.12.2016 10:33:27;149,4221693121693;rideshare;3
98;98;0,001842963055232904;850551932;7309,240000000002;52;01.01.2016 13:30:19;28.12.2016 13:48:35;140,5623076923077;online_retail;4
36;36;0,004506072431814923;749519793;2686,08;25;02.01.2016 21:29:44;29.12.2016 09:29:32;107,44319999999999;online_retail;3
126;126;0,003328233421282874;454585937;9898,819999999998;102;02.01.2016 00:35:33;30.12.2016 05:52:02;97,04725490196077;health;5
10;10;0,005203373231775451;797387625;2478,7;17;09.01.2016 01:40:41;22.12.2016 05:49:31;145,80588235294115;entertainment;2
85;85;0,006219691225033936;625658679;8812,430000000002;58;11.02.2016 19:11:59;29.12.2016 11:38:06;151,9384482758621;food;4
208;208;0,0056086228951076214;581648718;41278,07000000001;276;10.01.2016 04:35:58;30.12.2016 19:09:17;149,55822463768118;personal care;6
109;109;0,0005659699743327476;529683874;3247,0299999999997;39;11.02.2016 12:44:14;28.12.2016 12:58:03;83,25717948717949;fuel;4
92;92;0,0037055567228127845;429195170;837,0699999999999;13;23.01.2016 16:34:45;19.12.2016 23:16:20;64,39;food;4
90;90;0,006727416718775587;163665227;248,72000000000003;8;20.01.2016 17:18:00;28.12.2016 15:52:07;31,090000000000003;rideshare;4
93;93;0,002972607658656843;601811783;1046,15;14;12.01.2016 23:33:23;25.12.2016 02:13:49;74,72500000000001;mobileapps;4
199;199;0,011160086111246104;588455587;14403,669999999998;108;01.01.2016 07:58:21;30.12.2016 18:30:01;133,3673148148148;fastfood;7
6;6;0,005716172107477107;989091504;781,31;8;18.01.2016 03:40:23;19.11.2016 12:21:24;97,66375;furniture;2
211;211;0,013473947929906215;380503025;175088,97000000018;1169;01.01.2016 02:17:04;30.12.2016 21:01:24;149,7767065868265;fastfood;9
91;91;0,005147521368262222;897665697;2065,9700000000003;42;04.02.2016 00:00:10;22.12.2016 21:25:26;49,18976190476191;fuel;4
4;4;0,00881942245863893;325487838;156,84;2;16.02.2016 05:17:42;26.12.2016 18:16:05;78,42;online_subscriptions;2
181;181;0,005463537770932708;219924490;13615,930000000006;109;09.01.2016 12:24:17;28.12.2016 21:41:47;124,91678899082574;online_retail;8
117;117;0,002137102082003515;594590843;14132,93;86;03.01.2016 03:53:57;27.12.2016 05:41:45;164,33639534883721;entertainment;4
91;91;0,0048335082160855455;543149097;931,79;19;05.03.2016 08:40:31;29.12.2016 12:03:01;49,04157894736842;mobileapps;4
7;7;0,0012931405519899378;890187637;1437,3700000000001;13;13.02.2016 03:34:57;06.12.2016 01:32:05;110,56692307692309;online_retail;2
85;85;0,001214961501135071;461036635;14787,999999999998;95;02.01.2016 10:56:17;30.12.2016 03:00:15;155,66315789473683;food;4
62;62;0,00840128017474666;360564098;1406,6399999999996;25;01.05.2016 15:29:12;28.12.2016 15:53:40;56,265599999999985;fuel;3
144;144;0,0012742011854840148;123648720;16133,050000000005;124;02.01.2016 20:03:30;25.12.2016 11:20:06;130,10524193548392;food;5
35;35;0,0012916727868359562;922209733;2734,240000000001;29;11.01.2016 14:12:08;25.12.2016 08:58:44;94,28413793103452;food_delivery;3
172;172;0,006187300748537577;699572278;5306,200000000001;52;09.01.2016 09:17:13;26.12.2016 08:48:47;102,0423076923077;rideshare;6
32;32;0,008887832273499438;491726192;625,3400000000001;16;23.02.2016 12:08:28;04.12.2016 11:33:42;39,08375000000001;mobileapps;2
85;85;0,0027885691156443217;128258324;24684,69;159;15.01.2016 09:41:30;30.12.2016 01:58:58;155,24962264150943;entertainment;4
146;146;0,007126501978625383;265710406;37859,69999999998;269;01.01.2016 17:57:17;30.12.2016 00:34:05;140,74237918215607;online_retail;5
56;56;0,003643871688729988;131209046;14710,340000000011;91;09.01.2016 23:14:06;30.12.2016 07:04:48;161,65208791208804;online_retail;3
163;163;0,0032436270828951168;353223945;11843,099999999997;76;04.01.2016 08:22:39;26.12.2016 11:26:00;155,8302631578947;rideshare;5
72;72;0,011807030713330476;889406316;4665,45;23;19.01.2016 17:32:08;24.12.2016 04:27:27;202,84565217391304;fastfood;3
140;140;0,0048883613801639575;812802338;2077,54;26;12.01.2016 02:32:34;25.12.2016 04:10:56;79,90538461538462;mobileapps;5
95;95;0,0037192856580627745;630166253;1560,9600000000003;15;17.01.2016 11:43:39;06.12.2016 22:03:48;104,06400000000002;online_subscriptions;4
194;194;0,005117311021584144;617540437;44545,340000000004;312;02.01.2016 02:14:51;27.12.2016 15:02:17;142,77352564102566;fastfood;5
191;191;0,0004610976573395273;493504834;29956,82;213;01.01.2016 10:17:31;30.12.2016 13:31:03;140,64234741784037;online_retail;6
117;117;0,0005974435269981063;847747776;20014,289999999997;121;01.01.2016 03:32:03;29.12.2016 01:43:12;165,4073553719008;online_retail;4
92;92;0,0021364831499122595;649936224;1595,47;26;17.03.2016 15:08:41;30.12.2016 11:15:06;61,36423076923077;fuel;4
97;97;0,002937354185484364;401416364;4843,540000000002;38;11.01.2016 18:16:47;20.12.2016 09:15:00;127,46157894736847;food;4
33;33;0,002974053640614095;294270581;634,7600000000001;14;30.03.2016 02:52:09;04.12.2016 07:36:34;45,34000000000001;mobileapps;2
0;0;0,004593461578966745;622138951;8,06;1;10.12.2016 00:52:09;10.12.2016 00:52:09;8,06;online_subscriptions;1
222;222;0,005178565113051754;352209353;24194,869999999988;146;01.01.2016 17:32:57;27.12.2016 06:40:12;165,7182876712328;entertainment;6
44;44;0,0008280787725348746;922098377;1308,42;6;02.02.2016 08:58:12;27.11.2016 21:51:25;218,07000000000002;hotels;1
191;191;0,002160620754874045;548311110;33500,48999999998;237;01.01.2016 19:32:04;30.12.2016 13:03:41;141,35227848101258;online_retail;6
188;188;0,00457459851619439;835482161;12414,700000000006;106;01.01.2016 12:50:40;28.12.2016 21:47:20;117,11981132075478;online_gifts;6
96;96;0,0003267118062527454;897444447;8747,59;74;08.01.2016 23:15:37;30.12.2016 04:17:06;118,21067567567567;rideshare;4
7;7;0,005757892516130701;584487637;1839,3600000000001;17;12.02.2016 18:55:38;31.10.2016 03:35:59;108,19764705882353;subscriptions;2
27;27;0,010668289538142528;883303510;4082,87;24;05.01.2016 04:30:53;10.12.2016 12:57:39;170,11958333333334;online_retail;2
160;160;0,007177031709732743;269629696;6031,879999999999;41;19.01.2016 19:22:32;22.12.2016 15:31:22;147,11902439024388;entertainment;5
149;149;0,0035542841546452515;813629614;5123,630000000001;30;17.01.2016 17:08:25;14.12.2016 16:52:45;170,7876666666667;online_retail;5
27;27;0,009010410738825955;625864354;8380,42;49;26.01.2016 10:45:27;13.12.2016 06:57:40;171,02897959183673;online_retail;2
40;40;0,012915800783236666;827618294;63829,770000000026;421;02.01.2016 05:17:59;30.12.2016 20:42:41;151,6146555819478;entertainment;3
146;146;0,003277230375467343;368960526;39065,97999999999;282;01.01.2016 01:36:32;29.12.2016 16:57:46;138,53184397163116;fastfood;5
153;153;0,00019590904585717344;841120081;3943,800000000002;53;25.01.2016 04:45:34;26.12.2016 17:14:52;74,41132075471702;fuel;6
38;38;0,00648891821352024;149502774;4966,919999999999;36;09.01.2016 16:32:31;09.12.2016 17:21:15;137,96999999999997;online_retail;3
127;127;0,002346277625752721;473950648;10762,67;96;19.01.2016 20:45:23;29.12.2016 21:52:11;112,11114583333334;entertainment;5
127;127;0,004092732718986561;597104974;9844,579999999998;87;02.01.2016 03:46:43;30.12.2016 19:16:03;113,15609195402297;online_retail;5
0;0;0,008085602937275099;112169253;18,72;3;05.10.2016 06:41:27;06.12.2016 13:33:14;6,239999999999999;mobileapps;1
