Номер кластера;Номер узла;Расстояние до узла;transactionAmount|Сумма;transactionDateTime|Количество;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;accountNumber;transactionDateTime|Минимум;transactionDateTime|Максимум;merchantCategoryCode|Мода;creditLimit|Среднее;currentBalance|Среднее
57;57;0,10099791442040257;1176,4500000000005;28;42,01607142857144;5;935981871;03.01.2016 23:16:17;18.12.2016 21:24:26;fuel;5000;364,47178571428566
214;214;0,034853809133828045;5990,260000000002;45;133,11688888888892;4;806590674;01.01.2016 02:05:41;25.12.2016 09:35:41;online_retail;1000;610,9399999999998
149;149;0,2411240004556993;102897,02000000003;627;164,11007974481663;10;187912273;03.01.2016 01:19:07;29.12.2016 03:02:34;entertainment;2500;1441,9763955342892
3;3;0,2620897413321507;897,1999999999999;7;128,17142857142855;4;121492310;24.04.2016 15:49:02;30.12.2016 19:29:25;online_subscriptions;5000;3,6142857142857143
79;79;0,16428873334949792;5782,31;47;123,02787234042555;6;414020710;10.01.2016 13:06:53;29.12.2016 22:24:31;airline;2500;1544,5385106382976
214;214;0,055048914255426865;183348,04999999984;1268;144,59625394321753;4;996362843;01.01.2016 02:13:40;29.12.2016 19:29:21;online_retail;1000;564,0382886435333
215;215;0,05938512125942964;17093,480000000007;128;133,54281250000005;3;394834350;02.01.2016 13:30:55;28.12.2016 11:04:21;online_retail;1000;447,47453125000004
132;132;0,08000541094806658;5523,9;38;145,3657894736842;4;203542146;06.01.2016 17:38:50;27.12.2016 21:16:09;entertainment;20000;2350,4328947368426
28;28;0,13521418842342972;1327,99;25;53,1196;2;506826673;04.02.2016 17:52:08;22.12.2016 22:15:07;fuel;5000;570,3404
15;15;0,15305824300464038;6231,289999999998;66;94,41348484848481;3;299571848;15.01.2016 01:26:33;27.12.2016 10:56:41;fastfood;50000;2664,255454545454
110;110;0,2769459445120138;2628,2599999999998;25;105,1304;2;156440228;06.01.2016 08:04:30;30.12.2016 01:21:21;personal care;20000;46,3952
84;84;0,6120825101840347;37,19;2;18,595;1;887023475;02.07.2016 12:42:49;06.07.2016 18:50:06;online_gifts;5000;10,28
3;3;0,19359230761356733;111,79;7;15,97;1;687365478;18.06.2016 05:49:00;20.12.2016 07:58:49;online_subscriptions;10000;0
107;107;0,1100166378879397;12539,460000000001;104;120,57173076923078;6;537865382;01.01.2016 20:28:40;28.12.2016 23:12:03;fastfood;20000;6339,819807692305
50;50;0,3544942592450618;2779,4799999999996;49;56,72408163265305;6;754371149;03.01.2016 16:06:46;26.12.2016 14:11:49;gym;1000;141,09510204081633
134;134;0,08808744343791203;6095,630000000001;61;99,92836065573772;5;668332358;13.01.2016 01:54:19;29.12.2016 14:29:02;entertainment;250;71,29344262295085
207;207;0,06933890955484229;21829,229999999996;151;144,56443708609268;5;205681025;06.01.2016 02:00:38;27.12.2016 09:00:15;rideshare;15000;938,0050993377484
37;37;0,1556184941828489;2381,3599999999997;20;119,06799999999998;4;880531405;24.01.2016 01:00:24;28.12.2016 04:10:55;mobileapps;500;271,079
18;18;0,08562304632986031;948,6800000000002;13;72,97538461538463;3;874805496;08.02.2016 04:28:21;16.12.2016 15:44:17;online_subscriptions;2500;14,51076923076923
123;123;0,16227609498175685;8460,429999999998;67;126,27507462686565;4;229093605;05.01.2016 13:09:07;25.12.2016 06:07:35;auto;2500;408,9114925373135
117;117;0,2920649587486544;992,7299999999999;10;99,273;4;198331150;11.04.2016 19:55:03;01.11.2016 05:17:44;entertainment;7500;347,75200000000007
84;84;0,2560711917372091;4145,209999999999;30;138,17366666666663;3;350439007;30.01.2016 21:17:58;26.12.2016 20:56:28;online_gifts;20000;1580,5293333333336
199;199;0,03290668067904706;80552,15999999993;531;151,69898305084732;4;934061435;01.01.2016 03:34:44;30.12.2016 02:03:15;online_retail;5000;2885,5509792843704
119;119;0,07139129191766044;13122,419999999996;123;106,6863414634146;3;243168614;01.01.2016 03:57:17;30.12.2016 21:37:27;entertainment;2500;466,78821138211373
43;43;0,11134513784307842;760,3800000000001;22;34,56272727272728;3;717714059;15.02.2016 10:28:26;30.12.2016 03:31:09;fuel;15000;25,055000000000003
42;42;0,16148049703571496;529,69;14;37,835;2;356156197;29.01.2016 20:13:59;18.12.2016 01:56:21;fuel;2500;159,09285714285716
212;212;0,06737081921140918;156470,5300000002;1053;148,5949952516621;6;745217385;01.01.2016 01:58:43;30.12.2016 07:59:38;online_retail;250;120,50866096866083
189;189;0,20942631979784376;2970,1000000000004;19;156,32105263157897;4;676941584;16.03.2016 03:47:53;21.12.2016 13:14:24;online_retail;15000;91,79473684210527
5;5;0,22877298593486178;38,04;6;6,34;1;574212417;24.07.2016 03:25:05;26.12.2016 01:37:56;mobileapps;500;0
133;133;0,12349249624832072;2992,750000000001;34;88,02205882352943;5;764604017;07.01.2016 15:38:38;26.12.2016 14:20:24;entertainment;5000;1592,7932352941173
202;202;0,2329913564553505;265,21000000000004;3;88,40333333333335;1;653689523;13.05.2016 18:26:06;24.11.2016 14:53:42;online_retail;10000;82,65666666666667
182;182;0,05137153308972649;59831,15000000001;390;153,41320512820516;5;386732203;01.01.2016 23:04:51;30.12.2016 00:48:52;online_retail;5000;3064,3746410256417
61;61;0,042976319159331436;1373,0100000000002;9;152,5566666666667;3;182600659;10.01.2016 14:25:29;29.12.2016 12:58:11;fastfood;5000;715,4122222222223
196;196;0,07857460336713891;10758,019999999997;90;119,53355555555552;7;939875268;10.01.2016 14:42:39;27.12.2016 10:07:41;online_retail;10000;5310,723000000001
36;36;0,22393569870952656;125,64000000000001;18;6,98;2;222122504;16.01.2016 14:26:06;25.12.2016 14:59:37;mobileapps;15000;4,733333333333333
215;215;0,056066446584365076;13051,52;96;135,95333333333335;3;763639233;03.01.2016 17:23:24;26.12.2016 14:08:19;online_retail;2500;462,87760416666674
50;50;0,08403109425562864;578,8499999999999;19;30,465789473684207;4;523001072;01.03.2016 14:30:21;30.12.2016 06:45:58;gym;15000;34,786842105263155
188;188;0,07578310124377238;5824,129999999998;36;161,78138888888884;3;655153797;06.01.2016 06:49:46;28.12.2016 14:15:59;online_retail;15000;2834,5263888888894
22;22;0,1912683558943846;3040,1599999999994;23;132,18086956521736;5;790068807;24.01.2016 22:32:03;16.12.2016 23:21:52;mobileapps;20000;1715,0621739130436
74;74;0,09616126441031358;5315,240000000001;53;100,28754716981133;5;790813979;13.01.2016 16:49:27;29.12.2016 17:35:41;fuel;15000;2548,0335849056605
39;39;0,2806396509207744;66826,74999999994;468;142,79220085470072;8;869838014;01.01.2016 02:48:18;30.12.2016 17:55:31;food;15000;9393,938888888892
76;76;0,060629169155952595;16383,679999999995;117;140,03145299145294;4;395432279;16.01.2016 19:13:53;29.12.2016 08:22:53;fastfood;1000;418,7948717948717
223;223;0,1560110884524252;881,4399999999999;5;176,28799999999998;2;408796250;24.01.2016 17:54:03;18.12.2016 13:05:12;rideshare;10000;398,692
63;63;0,10503791852960283;11388,51;91;125,14846153846155;4;941783034;09.01.2016 14:21:23;30.12.2016 15:27:14;airline;10000;536,2080219780221
189;189;0,061704031985307294;8951,439999999997;69;129,7310144927536;4;607695601;02.01.2016 15:35:28;24.12.2016 00:45:41;online_retail;15000;373,29608695652166
197;197;0,043813000396808646;50838,85999999998;358;142,0079888268156;6;346419123;01.01.2016 10:41:36;29.12.2016 12:30:03;online_retail;7500;2136,3518435754177
61;61;0,04453201782429094;1990,32;14;142,16571428571427;3;794114200;18.01.2016 08:32:48;21.12.2016 08:36:50;fastfood;5000;67,28571428571429
118;118;0,12543632361950183;14044,71999999999;92;152,65999999999988;4;593440936;03.01.2016 06:06:05;29.12.2016 10:25:31;entertainment;500;211,9714130434782
95;95;0,11295350888047828;15613,769999999997;106;147,29971698113204;5;731211438;06.01.2016 04:53:55;30.12.2016 02:34:24;personal care;50000;6831,475754716979
33;33;0,38959481602695334;4281,320000000001;36;118,92555555555558;7;455001242;05.02.2016 09:56:44;18.12.2016 22:36:05;online_subscriptions;20000;154,85055555555556
170;170;0,08237109493851869;1473,25;11;133,9318181818182;3;781510753;03.01.2016 10:47:00;02.12.2016 00:31:08;online_retail;5000;712,670909090909
113;113;0,24849168851258774;15028,530000000002;114;131,82921052631582;5;638539506;03.01.2016 20:23:59;29.12.2016 20:02:25;health;1000;332,0006140350878
188;188;0,10654122279888299;3295,3800000000006;26;126,74538461538464;3;127398035;10.02.2016 00:33:24;08.12.2016 17:23:52;online_retail;15000;261,55538461538464
24;24;0,11906889909096956;6368,329999999999;56;113,72017857142855;7;197114666;05.01.2016 17:19:36;29.12.2016 01:28:15;food;500;294,16999999999996
8;8;0,12905436810546364;7756,3200000000015;58;133,72965517241383;6;342451803;09.01.2016 16:53:28;23.12.2016 23:52:02;food;500;249,23206896551721
115;115;0,20657260220330606;22918,709999999995;144;159,1577083333333;5;393869032;02.01.2016 16:09:02;29.12.2016 08:45:16;furniture;15000;8032,279027777776
223;223;0,1829826648039758;3846,29;19;202,4363157894737;2;518348385;01.01.2016 11:07:05;31.10.2016 10:23:58;rideshare;2500;1241,2636842105264
197;197;0,08608782686597634;9762,300000000008;89;109,68876404494391;6;940765768;03.01.2016 14:49:22;22.12.2016 17:26:14;online_retail;7500;520,9983146067416
60;60;0,09541887205804517;2074,28;18;115,2377777777778;2;726180479;24.01.2016 04:56:16;16.12.2016 02:01:23;fastfood;7500;1072,6622222222222
36;36;0,09487042115806044;674,58;19;35,504210526315795;3;378369270;26.01.2016 21:27:09;29.12.2016 13:49:48;mobileapps;10000;13,395789473684209
8;8;0,1119877750516446;6888,910000000002;69;99,83927536231886;5;731428616;08.01.2016 21:37:27;29.12.2016 02:16:28;food;2500;1582,0234782608695
199;199;0,07694480481560037;1139,97;8;142,49625;4;119877862;03.01.2016 01:31:52;19.12.2016 00:26:33;online_retail;7500;447,8925
58;58;0,06506048377610926;4236,5;40;105,9125;4;718845521;19.01.2016 13:48:29;23.12.2016 14:54:54;fuel;7500;1960,9695
66;66;0,18329548774344412;21589,49999999999;164;131,64329268292676;6;763888477;01.01.2016 13:32:33;29.12.2016 09:49:35;subscriptions;1000;529,6701829268293
10;10;0,24490866467077482;763,5500000000002;9;84,8388888888889;3;205011335;15.03.2016 19:07:24;30.12.2016 03:20:40;food;500;109,31555555555555
172;172;0,0830109882191469;4728,050000000001;34;139,0602941176471;2;778994057;26.01.2016 09:34:21;24.12.2016 09:10:21;online_retail;5000;243,5385294117647
8;8;0,14404019543790358;6727,730000000004;72;93,4406944444445;6;201216048;20.01.2016 19:11:38;29.12.2016 09:34:20;food;2500;267,2320833333332
67;67;0,10501152929637267;8831,689999999999;63;140,18555555555554;4;273273401;04.01.2016 17:57:34;24.12.2016 06:59:21;subscriptions;5000;389,91476190476186
39;39;0,1375850652635386;3205,34;22;145,69727272727275;5;928422924;02.01.2016 00:11:01;25.12.2016 06:13:08;food;15000;1780,1954545454546
50;50;0,5068619597926445;343,46000000000004;13;26,42;3;492916053;11.08.2016 11:04:15;19.12.2016 05:21:28;gym;15000;22,159230769230767
76;76;0,0468232753233256;15314,030000000008;110;139,21845454545462;4;453746385;10.01.2016 07:13:32;29.12.2016 17:27:21;fastfood;5000;661,2119999999998
123;123;0,3448307114653845;4044,709999999999;42;96,30261904761903;2;153938865;05.01.2016 18:46:49;28.12.2016 14:37:40;auto;2500;107,81476190476191
90;90;0,08413395291879049;11752,229999999998;96;122,41906249999998;5;988357967;01.01.2016 09:29:41;26.12.2016 17:47:56;fastfood;500;212,6073958333333
8;8;0,12573048059167818;10106,88;105;96,25599999999999;6;893468720;01.01.2016 13:07:25;23.12.2016 08:32:25;food;7500;3701,9710476190467
193;193;0,08049039584989057;3967,5000000000014;40;99,18750000000003;4;151401831;02.02.2016 13:26:18;26.12.2016 05:02:36;rideshare;10000;200,26725
171;171;0,08892811985049343;32986,31000000001;203;162,49413793103454;2;525304407;01.01.2016 21:26:42;30.12.2016 18:39:33;online_retail;250;137,23935960591132
67;67;0,15139616385857366;41508,42999999998;285;145,64361403508764;4;241348105;01.01.2016 09:50:33;30.12.2016 16:59:10;subscriptions;7500;4615,328736842108
84;84;0,6834110800678559;1131,04;3;377,0133333333333;1;500183021;09.07.2016 04:41:10;29.09.2016 08:02:15;online_gifts;15000;325,32
118;118;0,13653181969962763;8204,55;55;149,17363636363635;3;529910498;01.01.2016 13:39:41;11.12.2016 21:13:35;entertainment;10000;328,9481818181819
118;118;0,04281800052541927;2918,7300000000005;23;126,90130434782611;4;704116667;01.01.2016 21:24:51;26.12.2016 04:21:04;entertainment;5000;1126,3578260869565
132;132;0,1004555806574181;57069,309999999954;357;159,85801120448167;5;111113489;01.01.2016 14:00:55;30.12.2016 10:42:06;entertainment;15000;2306,8245658263327
58;58;0,11174880509715837;1585,1300000000003;17;93,24294117647061;4;364197707;19.02.2016 02:00:01;25.12.2016 14:30:20;fuel;7500;632,524705882353
18;18;0,13533069162358152;800,1600000000001;13;61,550769230769234;3;168495791;06.03.2016 02:59:13;13.12.2016 02:13:32;online_subscriptions;2500;290,5323076923077
178;178;0,08963540113206248;68680,76;470;146,12927659574467;6;857363964;02.01.2016 12:13:10;29.12.2016 22:13:15;rideshare;500;246,73046808510634
97;97;0,32519203880379605;30264,08000000004;222;136,32468468468488;6;544400089;01.01.2016 11:51:51;29.12.2016 14:22:00;health;500;256,3511711711711
13;13;0,07280515193877994;1884,7200000000007;24;78,53000000000003;3;131358492;11.06.2016 10:53:32;25.12.2016 05:12:33;fuel;5000;1114,2970833333331
155;155;0,11782527359451274;4896,040000000001;24;204,0016666666667;2;860605259;20.01.2016 22:12:09;15.12.2016 16:12:44;online_retail;7500;2144,8224999999998
43;43;0,152943875618243;2138,8600000000006;21;101,85047619047621;2;788792595;02.01.2016 13:52:50;26.12.2016 00:26:20;fuel;10000;53,55047619047619
60;60;0,15879254003778628;392,59;7;56,08428571428571;3;396249447;02.01.2016 12:21:08;16.11.2016 18:05:50;fastfood;2500;0,12142857142857143
6;6;0,06571759086597084;249,81999999999994;17;14,695294117647055;2;500095937;05.04.2016 05:00:53;16.12.2016 23:10:49;mobileapps;15000;20,992941176470588
188;188;0,07202159488768035;6897,83;49;140,77204081632652;3;686661552;19.01.2016 18:49:30;24.12.2016 05:12:49;online_retail;15000;3217,89387755102
183;183;0,0861065566760885;6553,070000000003;57;114,96614035087725;5;855816789;02.01.2016 13:38:18;27.12.2016 00:43:48;online_retail;10000;287,07035087719294
110;110;0,18042070285746242;14156,840000000002;91;155,56967032967034;6;897492259;05.01.2016 21:43:37;30.12.2016 19:19:12;personal care;15000;606,5956043956046
125;125;0,4239214771442443;412,13;3;137,37666666666667;1;614694930;05.05.2016 07:06:19;06.12.2016 13:29:10;personal care;15000;160,15
2;2;0,15955617628058824;43,94;3;14,646666666666667;2;449042045;25.11.2016 20:39:47;26.12.2016 10:42:53;online_subscriptions;15000;2,8333333333333335
97;97;0,1927133679111444;23560,160000000007;177;133,10824858757067;6;646126950;05.01.2016 03:00:29;29.12.2016 22:19:48;health;7500;956,3193785310734
90;90;0,14413008021346765;3017,7799999999997;37;81,56162162162161;6;730973257;04.01.2016 15:18:31;13.12.2016 15:00:55;fastfood;5000;199,20729729729732
6;6;0,22118385959122025;331,12;13;25,470769230769232;2;402242367;26.01.2016 23:08:58;03.12.2016 08:56:56;mobileapps;20000;50,75692307692308
115;115;0,1106935053892989;1374,62;12;114,55166666666666;5;164748878;01.01.2016 10:22:26;27.12.2016 03:54:24;furniture;15000;58,86416666666667
14;14;0,13003390248530297;279,96;8;34,995;1;465894701;09.09.2016 17:07:16;16.12.2016 10:33:52;fuel;250;82,9575
200;200;0,230539433249811;1446,4599999999998;11;131,4963636363636;4;603731418;09.01.2016 17:03:59;29.09.2016 21:26:59;online_retail;5000;64,18181818181819
179;179;0,15671132853863173;13619,739999999996;68;200,290294117647;5;435534055;01.01.2016 06:57:29;28.12.2016 21:51:50;rideshare;2500;1385,5408823529415
208;208;0,10114648304741784;53787,76999999999;364;147,76859890109887;3;863456981;01.01.2016 20:25:01;30.12.2016 10:33:27;rideshare;10000;5744,688489010988
214;214;0,035042291029556256;7309,240000000002;52;140,5623076923077;4;850551932;01.01.2016 13:30:19;28.12.2016 13:48:35;online_retail;2500;224,09903846153853
185;185;0,08424142301156214;2636,37;24;109,84875;3;749519793;02.01.2016 21:29:44;29.12.2016 09:29:32;online_retail;500;122,32333333333332
97;97;0,15079993575790288;9898,819999999998;102;97,04725490196077;5;454585937;02.01.2016 00:35:33;30.12.2016 05:52:02;health;15000;5051,500294117647
119;119;0,12034651784768186;2100,9799999999996;16;131,31124999999997;2;797387625;09.01.2016 01:40:41;22.12.2016 05:49:31;entertainment;7500;838,14125
9;9;0,09671649735801321;8197,17;53;154,66358490566037;4;625658679;11.02.2016 19:11:59;29.12.2016 11:38:06;food;5000;2645,9286792452835
110;110;0,20290619819767886;40434,48;271;149,2047232472325;6;581648718;10.01.2016 04:35:58;30.12.2016 19:09:17;personal care;20000;1720,5289298892992
42;42;0,11316597961785113;3237,69;38;85,20236842105264;4;529683874;11.02.2016 12:44:14;28.12.2016 12:58:03;fuel;1000;593,0571052631581
26;26;0,19739045029092153;709,24;12;59,10333333333333;4;429195170;23.01.2016 16:34:45;19.12.2016 23:16:20;food;15000;14,560833333333333
193;193;0,14423873409884236;211,47000000000003;7;30,210000000000004;4;163665227;20.01.2016 17:18:00;28.12.2016 15:52:07;rideshare;5000;12,884285714285713
37;37;0,11859739248776349;1046,15;14;74,72500000000001;4;601811783;12.01.2016 23:33:23;25.12.2016 02:13:49;mobileapps;1000;400,7735714285714
106;106;0,1310977525611704;12473,429999999998;103;121,10126213592231;7;588455587;01.01.2016 07:58:21;30.12.2016 18:30:01;fastfood;15000;613,4458252427182
171;171;0,12660602052884828;650,3399999999999;7;92,90571428571427;2;989091504;18.01.2016 03:40:23;19.11.2016 12:21:24;online_retail;1000;296,7757142857143
105;105;0,13938951647831122;167821,45000000016;1131;148,38324491600366;9;380503025;01.01.2016 02:17:04;30.12.2016 21:01:24;fastfood;2500;1348,94302387268
42;42;0,08903034301436;2065,9700000000003;42;49,18976190476191;4;897665697;04.02.2016 00:00:10;22.12.2016 21:25:26;fuel;2500;928,1985714285713
18;18;0,12858329773270372;156,84;2;78,42;2;325487838;16.02.2016 05:17:42;26.12.2016 18:16:05;online_subscriptions;1000;0
210;210;0,10825128086001519;13615,930000000006;109;124,91678899082574;8;219924490;09.01.2016 12:24:17;28.12.2016 21:41:47;online_retail;7500;653,5025688073395
118;118;0,08419689675387225;13689,02;83;164,9279518072289;4;594590843;03.01.2016 03:53:57;27.12.2016 05:41:45;entertainment;7500;2965,627228915663
36;36;0,15614164641579234;931,79;19;49,04157894736842;4;543149097;05.03.2016 08:40:31;29.12.2016 12:03:01;mobileapps;5000;115,41368421052633
186;186;0,11213291611986186;1437,3700000000001;13;110,56692307692309;2;890187637;13.02.2016 03:34:57;06.12.2016 01:32:05;online_retail;7500;762,3638461538461
25;25;0,11931806482544302;13676,7;92;148,65978260869565;4;461036635;02.01.2016 10:56:17;30.12.2016 03:00:15;food;10000;5234,274239130434
29;29;0,0879063579788972;1265,5799999999997;24;52,73249999999999;3;360564098;01.05.2016 15:29:12;28.12.2016 15:53:40;fuel;20000;673,1925
8;8;0,083623831661474;15495,690000000002;119;130,2158823529412;5;123648720;02.01.2016 20:03:30;25.12.2016 11:20:06;food;7500;3714,554705882352
142;142;0,2019059750582806;2734,240000000001;29;94,28413793103452;3;922209733;11.01.2016 14:12:08;25.12.2016 08:58:44;food_delivery;2500;1360,2668965517244
207;207;0,11590653335667368;5007,93;50;100,1586;6;699572278;09.01.2016 09:17:13;26.12.2016 08:48:47;rideshare;20000;273,864
6;6;0,14831580554770726;625,3400000000001;16;39,08375000000001;2;491726192;23.02.2016 12:08:28;04.12.2016 11:33:42;mobileapps;20000;12,870000000000001
118;118;0,08809754194377374;23802,75999999999;153;155,57359477124177;4;128258324;15.01.2016 09:41:30;30.12.2016 01:58:58;entertainment;2500;901,8828104575161
181;181;0,0482529982964576;36480,75;257;141,94844357976655;5;265710406;01.01.2016 17:57:17;30.12.2016 00:34:05;online_retail;15000;8122,0073540856
170;170;0,08217237268778524;13140,980000000007;85;154,59976470588242;3;131209046;09.01.2016 23:14:06;30.12.2016 07:04:48;online_retail;7500;3640,008235294116
